8,573364,1.0
28,1100912,4.0
28,2057611,5.0
48,1078644,4.0
111,808604,4.0
111,1726192,2.0
127,701962,3.0
156,1833607,4.0
185,813594,2.0
305,497457,4.0
305,507873,4.0
359,1663888,5.0
361,2086265,2.0
442,1262307,5.0
442,1345779,3.0
442,929327,5.0
443,950299,3.0
452,554063,3.0
566,334185,3.0
634,2216080,5.0
636,613758,5.0
636,903666,3.0
681,509213,3.0
723,561531,4.0
723,2497515,1.0
851,509532,3.0
907,1663569,5.0
992,1906026,4.0
1046,919514,3.0
1046,2240010,3.0
1046,712361,4.0
1054,1840034,1.0
1092,2385389,3.0
1100,1956081,3.0
1104,588340,4.0
1123,624472,4.0
1134,1047830,3.0
1202,1598950,5.0
1202,2612104,5.0
1256,752867,3.0
1289,2025577,1.0
1289,2556992,4.0
1289,2495613,2.0
1289,1319737,2.0
1305,1656519,5.0
1305,245519,5.0
1313,1851157,4.0
1367,1353214,4.0
1406,1941368,3.0
1406,1573228,2.0
1406,1036336,3.0
1406,2212071,3.0
1406,1893017,3.0
1406,371701,4.0
1425,161104,4.0
1425,2198123,3.0
1482,1125890,4.0
1482,1727531,1.0
1564,162641,4.0
1615,1053165,4.0
1668,1486874,2.0
1744,333277,4.0
1744,1197779,2.0
1744,2025236,4.0
1744,2449942,3.0
1757,287566,5.0
1803,467255,4.0
1832,1978576,4.0
1832,1756513,3.0
1832,75818,4.0
1884,1928445,4.0
1884,1479374,3.0
1901,2321842,3.0
1983,756359,4.0
1983,57347,4.0
2015,1241060,4.0
2015,840419,5.0
2103,1288554,5.0
2104,1623349,1.0
2212,325073,3.0
2243,1030857,1.0
2251,1438768,3.0
2284,2451907,3.0
2284,1725635,3.0
2290,2578830,3.0
2290,2646347,4.0
2290,1351373,4.0
2342,2310889,3.0
2342,2267592,3.0
2356,2339734,3.0
2375,75086,3.0
2418,1829617,5.0
2430,2430300,4.0
2430,1885347,4.0
2430,1299497,5.0
2460,192947,4.0
2512,940043,3.0
2528,1045879,4.0
2532,1143750,5.0
2532,2787,3.0
2640,1451183,3.0
2640,2306038,4.0
2643,895443,3.0
2660,1115274,5.0
2660,38284,5.0
2660,1290993,5.0
2675,120379,3.0
2675,2233590,3.0
2675,1480041,1.0
2756,1352912,5.0
2757,2270666,5.0
2861,2250843,5.0
2866,1800320,4.0
2866,762165,3.0
2866,770945,5.0
2905,2102846,3.0
2913,1419126,4.0
2913,304409,5.0
2913,1824761,3.0
2955,1902621,3.0
2955,2402132,2.0
3054,1834123,4.0
3084,536967,2.0
3147,2360158,2.0
3151,390707,4.0
3151,1661344,3.0
3151,2132252,5.0
3165,1316922,5.0
3165,2232041,3.0
3165,1436573,4.0
3176,1854660,1.0
3192,670488,4.0
3220,983523,2.0
3232,2514291,3.0
3237,669274,1.0
3253,781505,2.0
3274,937245,3.0
3274,832155,3.0
3274,2562858,4.0
3285,660569,4.0
3285,2572962,3.0
3290,2045348,4.0
3290,1186032,4.0
3290,2035000,5.0
3290,1172502,3.0
3326,550573,4.0
3492,1473980,3.0
3538,1098468,4.0
3538,2469956,3.0
3541,702403,4.0
3559,1514780,4.0
3638,474541,5.0
3638,159649,5.0
3655,57633,2.0
3670,1174079,3.0
3670,1418514,2.0
3733,1293625,4.0
3740,927786,3.0
3742,655601,5.0
3743,729894,4.0
3824,527559,5.0
3824,1802986,1.0
3824,1167767,5.0
3862,2536114,5.0
3890,1931648,2.0
3893,2479320,3.0
3893,1464103,2.0
3903,434476,5.0
3928,1597249,5.0
4005,2171187,3.0
4049,2588755,4.0
4144,247932,4.0
4207,1654627,5.0
4218,1314869,4.0
4299,667280,5.0
4394,1071826,2.0
4429,688217,2.0
4432,2435052,5.0
4432,2155681,5.0
4432,584437,3.0
4432,533713,4.0
4432,2577960,4.0
4432,313082,4.0
4432,2325684,3.0
4496,2223524,4.0
4546,2127496,5.0
4552,13856,4.0
4586,75384,3.0
4627,1921954,5.0
4640,2101803,4.0
4640,2392623,5.0
4640,831839,5.0
4640,506949,5.0
4645,908205,2.0
4761,325844,4.0
4761,982709,3.0
4847,2267371,5.0
4847,784073,4.0
4847,207547,4.0
4847,2103916,5.0
4849,1306304,3.0
4849,486933,4.0
4876,2475820,3.0
4876,480305,3.0
4902,99750,4.0
4932,2172013,4.0
4932,1200710,3.0
4932,508379,2.0
4981,890221,3.0
5025,1988704,4.0
5025,76638,5.0
5025,57870,3.0
5069,1925969,4.0
5069,486048,3.0
5149,30087,5.0
5220,2114250,2.0
5294,299805,3.0
5326,5399,4.0
5327,632448,4.0
5342,966695,4.0
5367,1647196,2.0
5367,1100906,4.0
5474,940806,2.0
5562,1896521,3.0
5562,1739597,3.0
5562,1451703,5.0
5604,1523442,5.0
5607,2312072,4.0
5651,2175546,2.0
5651,867005,4.0
5656,2452476,3.0
5656,1381552,4.0
5656,785931,4.0
5700,202501,5.0
5727,972651,3.0
5727,1878798,3.0
5760,1716520,5.0
5760,1084484,5.0
5799,213427,4.0
5814,610997,3.0
5814,935439,4.0
5814,2459229,2.0
5877,2628708,1.0
5897,2129864,3.0
5897,2593204,5.0
5943,364238,4.0
5963,1160646,4.0
5970,2542635,2.0
6014,2459804,2.0
6066,2491575,4.0
6085,1675643,4.0
6110,2602720,4.0
6190,1674112,2.0
6190,1733203,4.0
6234,605082,2.0
6281,177997,5.0
6287,1462806,4.0
6287,1749255,4.0
6287,795446,2.0
6334,2035777,3.0
6336,715607,3.0
6336,1429005,2.0
6347,931626,3.0
6347,288343,3.0
6347,1854658,4.0
6347,465192,4.0
6347,1834394,2.0
6408,1205593,5.0
6408,1155319,5.0
6408,1828803,2.0
6408,245181,4.0
6408,766450,4.0
6408,559470,3.0
6424,2101288,5.0
6482,969772,4.0
6482,1406473,1.0
6529,2221430,5.0
6556,2441383,5.0
6556,2117432,2.0
6611,1383691,3.0
6666,2053953,4.0
6756,410446,4.0
6872,86246,4.0
6911,1645535,5.0
6911,1680375,3.0
6911,2247406,3.0
6911,472734,5.0
6912,1090853,3.0
6919,385136,5.0
6971,399735,3.0
6971,1750020,4.0
6971,1452396,5.0
6971,584973,5.0
6988,769929,1.0
6988,2591054,5.0
7067,2510923,2.0
7067,364376,4.0
7077,305344,1.0
7145,951798,4.0
7145,900154,4.0
7186,482971,4.0
7257,1443236,4.0
7262,1299887,4.0
7406,168892,3.0
7406,1274035,4.0
7445,247446,4.0
7511,741587,4.0
7511,2391817,4.0
7511,1220522,3.0
7516,798852,2.0
7517,1238044,5.0
7517,1413434,4.0
7544,1648342,2.0
7557,2185614,3.0
7577,579959,1.0
7607,1733289,1.0
7736,125392,4.0
7899,380354,5.0
7901,2299951,1.0
7939,707367,3.0
7991,2166728,3.0
8051,2040859,1.0
8107,1009182,5.0
8107,2577960,5.0
8107,1555969,3.0
8128,2533480,3.0
8163,1912542,1.0
8315,177104,4.0
8384,1402224,1.0
8384,1558907,5.0
8452,525356,4.0
8493,1557449,3.0
8512,694871,3.0
8526,424513,5.0
8537,970590,1.0
8596,2046079,5.0
8596,1796943,4.0
8596,1607972,4.0
8596,2522549,5.0
8699,2194079,5.0
8770,1822560,4.0
8851,1731449,5.0
8851,1323861,2.0
8851,1269960,3.0
8915,2436738,4.0
8915,1111943,4.0
8915,2200358,3.0
8915,717137,2.0
9043,538214,3.0
9043,97893,2.0
9043,1726869,3.0
9043,2206151,5.0
9131,1431636,2.0
9131,1152933,4.0
9202,752642,2.0
9256,57633,4.0
9337,2473986,5.0
9481,2021184,3.0
9481,567875,4.0
9481,2059635,4.0
9482,1250802,4.0
9518,1478210,3.0
9518,106254,1.0
9528,2219926,4.0
9528,152063,3.0
9550,297809,2.0
9617,1982465,2.0
9617,2066003,2.0
9617,2251831,1.0
9617,969495,3.0
9681,2035003,3.0
9681,1846462,4.0
9689,88959,5.0
9689,1796730,4.0
9717,879131,4.0
9728,931626,3.0
9728,2382875,3.0
9728,2225743,5.0
9728,1733779,4.0
9728,334185,4.0
9728,1388741,4.0
9798,26124,3.0
9798,1458854,4.0
9805,900096,5.0
9875,2208519,3.0
9946,710207,3.0
10080,1726438,5.0
10080,424379,5.0
10082,695562,1.0
10104,2203182,4.0
10109,1447381,4.0
10428,1176462,4.0
10428,285330,3.0
10428,2144951,4.0
10429,426397,3.0
10429,2574258,5.0
10493,1417705,2.0
10572,1114324,1.0
10662,2067027,4.0
10686,1071775,4.0
10712,2592591,4.0
10733,2588510,3.0
10734,308088,3.0
10734,2508958,4.0
10747,1445236,4.0
10747,471462,5.0
10774,742283,3.0
10774,934606,3.0
10835,1181550,5.0
10835,1763979,4.0
10835,970975,2.0
10835,882578,2.0
10846,2355625,3.0
10889,502355,4.0
10889,771467,3.0
10889,2248854,4.0
10889,1574599,3.0
10921,1472571,4.0
10921,909167,3.0
10921,31203,1.0
10921,156300,4.0
10947,1646405,5.0
10947,1665054,3.0
10947,980485,5.0
10947,2120432,5.0
10947,1849656,5.0
11182,2583311,3.0
11182,1405451,4.0
11182,65720,3.0
11213,1658010,2.0
11213,2246362,2.0
11236,361702,4.0
11286,1468972,1.0
11307,1001477,2.0
11340,993234,1.0
11347,68685,4.0
11376,1252150,1.0
11376,1993756,2.0
11536,195378,3.0
11613,2539735,3.0
11614,2003550,3.0
11638,568832,4.0
11638,1378727,3.0
11651,1100906,5.0
11673,1285593,3.0
11688,1060393,3.0
11732,407037,1.0
11775,235789,3.0
11786,894461,4.0
11812,2455340,3.0
11812,460980,2.0
11812,1372729,5.0
11812,1555643,5.0
11837,2219553,5.0
11837,537912,3.0
11837,1407936,5.0
11837,128122,1.0
11837,2013884,4.0
11866,188613,2.0
11888,787352,3.0
11888,1115666,3.0
11888,553115,3.0
12100,1792741,5.0
12184,315484,5.0
12184,2429654,3.0
12232,276617,2.0
12232,1841056,4.0
12232,2541565,1.0
12243,2186505,3.0
12243,495174,2.0
12246,1838859,4.0
12246,487796,4.0
12275,2162424,3.0
12280,684108,3.0
12280,459060,5.0
12292,1579747,3.0
12293,2316326,5.0
12293,1933255,3.0
12293,771467,5.0
12293,875771,5.0
12293,1681124,5.0
12293,44490,4.0
12336,1117152,5.0
12355,881876,2.0
12355,2536547,2.0
12355,1475817,3.0
12355,123105,4.0
12391,701514,4.0
12472,1310425,2.0
12497,1551042,4.0
12497,406359,3.0
12497,1922925,3.0
12497,609398,3.0
12538,685513,3.0
12639,1422981,3.0
12639,489413,3.0
12661,1483731,1.0
12661,2381792,3.0
12683,1664010,5.0
12778,53878,3.0
12778,894232,4.0
12795,525666,3.0
12875,584437,5.0
12920,1841951,4.0
13015,1003201,1.0
13015,2274538,4.0
13015,1253002,4.0
13015,2396765,3.0
13107,2202863,5.0
13199,1379470,2.0
13270,98586,5.0
13288,371701,2.0
13298,664203,3.0
13298,977606,3.0
13298,1536728,4.0
13326,900899,4.0
13489,2613898,4.0
13519,1762768,3.0
13519,1167767,5.0
13604,322199,3.0
13614,2571175,4.0
13614,1959739,3.0
13614,1300759,4.0
13636,1997103,3.0
13636,1068610,4.0
13636,2070271,4.0
13636,1516387,4.0
13636,1305271,3.0
13638,364376,3.0
13651,1613540,5.0
13651,376600,3.0
13651,2542130,4.0
13651,2101842,3.0
13748,1834234,3.0
13748,1278249,3.0
13748,1440607,3.0
13748,1631730,1.0
13787,1972040,4.0
13787,1456333,4.0
13787,1379159,5.0
13835,415005,4.0
13853,1830198,3.0
13887,2488790,5.0
13887,2208540,4.0
13887,180243,3.0
13964,1340495,4.0
14013,2326386,4.0
14072,2068936,3.0
14096,333323,5.0
14137,1353938,2.0
14144,1267292,3.0
14144,2402225,3.0
14154,1192820,4.0
14185,582631,4.0
14198,1219323,5.0
14198,1935654,1.0
14198,96133,5.0
14199,1165236,5.0
14203,2300862,1.0
14203,1880766,3.0
14203,2423318,3.0
14203,2351402,4.0
14209,1840435,3.0
14209,375606,3.0
14209,1555531,4.0
14209,1827080,2.0
14317,1225406,1.0
14317,304412,2.0
14317,464774,2.0
14320,1645377,5.0
14372,2563721,5.0
14407,1061195,3.0
14430,721577,4.0
14457,1852784,3.0
14457,825002,5.0
14459,906509,5.0
14459,1794535,4.0
14459,1183437,3.0
14459,32902,4.0
14484,2367508,4.0
14484,2428151,3.0
14484,360005,3.0
14484,2044724,3.0
14484,753596,3.0
14505,1587985,2.0
14712,281396,3.0
14712,912433,3.0
14712,2582971,3.0
14716,839632,3.0
14738,2147765,4.0
14808,348503,3.0
14957,700049,1.0
15152,2628763,3.0
15160,1179658,3.0
15183,2218750,3.0
15223,1118103,3.0
15223,437955,3.0
15234,871384,3.0
15234,673837,1.0
15246,877613,4.0
15246,1903337,5.0
15257,116353,4.0
15276,1319658,4.0
15409,858700,5.0
15409,2285688,5.0
15409,1937311,2.0
15409,1396694,5.0
15449,589950,3.0
15449,1559797,4.0
15475,24059,4.0
15496,2119848,3.0
15496,1457,4.0
15515,2207633,3.0
15529,1652105,1.0
15532,2192420,4.0
15532,949121,5.0
15532,243739,3.0
15557,1307565,2.0
15568,2628763,3.0
15582,813521,3.0
15582,2617709,2.0
15582,2495347,3.0
15582,606292,4.0
15657,931384,5.0
15662,2352804,3.0
15662,487796,4.0
15712,12876,5.0
15712,2379147,3.0
15712,1769866,3.0
15741,2264626,2.0
15808,707012,4.0
15816,1611512,3.0
15816,1416190,5.0
15820,631733,3.0
15946,1997148,3.0
16022,2397231,3.0
16046,1169771,4.0
16082,1220079,4.0
16082,2256485,3.0
16082,2232563,4.0
16147,190474,4.0
16147,1216860,5.0
16147,1501422,4.0
16150,1322839,3.0
16150,1818447,4.0
16150,1501422,4.0
16162,2223102,3.0
16169,1214262,2.0
16169,249029,4.0
16169,1275166,4.0
16232,2533480,4.0
16262,1647181,3.0
16262,408457,3.0
16283,305197,2.0
16286,1315056,2.0
16286,1596469,5.0
16300,2465288,4.0
16344,534508,4.0
16344,853459,2.0
16349,1516350,2.0
16572,2051376,3.0
16589,1406452,2.0
16606,1749637,4.0
16606,2500094,3.0
16670,1033930,4.0
16707,1630184,4.0
16707,1659472,3.0
16733,708721,3.0
16770,2059197,4.0
16784,1890809,5.0
16788,19970,2.0
16788,468584,3.0
16869,107840,3.0
16869,982635,5.0
16902,690615,2.0
16931,1761905,5.0
16948,1026780,4.0
16948,658645,3.0
16988,137943,2.0
17085,840207,5.0
17203,417516,2.0
17324,2219063,5.0
17324,1732388,5.0
17324,1919985,4.0
17324,2154022,4.0
17338,2579734,2.0
17358,752696,4.0
17411,1823977,4.0
17423,1757328,2.0
17536,1952500,5.0
17558,183661,3.0
17558,2217027,5.0
17561,1428452,3.0
17574,1508279,2.0
17642,2407154,4.0
17693,2615678,4.0
17725,69801,5.0
